web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623670075-1224,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=15,"Save this listing2014 Toyota Corolla SDescription: Used 2014 Toyota Corolla S for sale - $14,897 - 73,411 km with Sunroof/Moonroof, Steel Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Blue$14,897$288/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $14,897 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.73,411 kmFAIR DEAL$109 BELOWDealer4.3(9)CarGurus UserMar. 6, 2021Très bien serviGuru947YZGFeb. 16, 2021Very nice service CarGurus UserFeb. 22, 2020Received a call back from Ron Armitage from Kingston Toyota. 
He was quite pleasant and explained the car had already been sold the day before. The reason 
the ad was still posted was because their IT person was ill and wasn't able to take it down.
Disappointed that I hadn't acted sooner to take advantage of this deal myself....it will be a great 
purchase for some lucky buyer.Read 6 more dealer reviews...Kingston, ON (4 km)Request InformationAuthorized Toyota Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304371083,22915A,"73,411 kilometres","$14,897 ",null,"2014 Toyota Corolla S - $14,897",Kingston Toyota,2T1BURHE2EC034679,Kingston Toyota
1623660505-857,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=39,"Image Not AvailableSave this listingNEW: Just added2018 Kia Sedona LXDescription: Used 2018 Kia Sedona LX for sale - $20,995 - 111,460 km with Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Red$20,995$405/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $20,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.111,460 kmHIGH PRICE$1,601 ABOVEDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304319479,B7454A,"111,460 kilometres","$20,995 ",Carloft Kingston,"2018 Kia Sedona LX - $20,995",null,KNDMB5C18J6353498,Carloft Kingston
1623654976-625,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=55,"Save this listing2017 Acura RDXDescription: Used 2017 Acura RDX for sale - $25,995 - 78,000 km with Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: White$25,995$502/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $25,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.78,000 kmFAIR DEAL$417 ABOVEDealer4.8(6)CarGurus UserNov. 15, 2020Joe was great -- contacted me by phone right away, and was v. helpful with information, 
both on the phone and later answering my questions via email.CarGurus UserSep. 1, 2020Yes the dealership got right back to me 
The salesperson Bradie was amazing and very efficient. Since I’m out of town he sent me all the photos and car spec information I asked for to view. 
Bradie has excellent communication skills and was outstanding providing excellent customer service. 
I high recommend this dealership. 
They went beyond customers satisfaction. 
Thank you Suzanne NanacoulmoonMay 14, 2020Quick to respond considering 
covid-19. Read 3 more dealer reviews...Kingston, ON (3 km)(613) 706-3404Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302270434,9911,"78,000 kilometres","$25,995 ",AutoHouse Kingston,"2017 Acura RDX - $25,995",null,5J8TB4H53HL800849,AutoHouse Kingston
1623655756-659,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=53,"Save this listing2012 Ford F-150 XTR SuperCrew 4WDDescription: Used 2012 Ford F-150 XTR SuperCrew 4WD for sale - $24,995 - 165,961 kmCertified Pre-Owned: NoTransmission: AutomaticColour: Gray$24,995$483/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.165,961 kmHIGH PRICE$3,037 ABOVEKingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=297413291,null,"165,961 kilometres","$24,995 ",null,"2012 Ford F-150 XTR SuperCrew 4WD - $24,995",Wagmarr Auto Sales,1FTFW1EF3CKD40487,Wagmarr Auto Sales
1623657996-754,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=46,"Save this listing2018 GMC Terrain SLEDescription: Used 2018 GMC Terrain SLE for sale - $22,998 - 59,818 km with Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: 9-Speed AutomaticColour: Gray$22,998$444/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $22,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,818 kmFAIR DEAL$947 ABOVEDealer4.8(8)CarGurus UserFeb. 22, 2021Taylor Auto Mall were very helpful and with the present restrictions on travel went out of their 
way to make sure I was satisfied.  I give Mike Haslam  5 stars.CarGurus UserFeb. 29, 2020I inquired about the car.  A sales agent replied promptly with the pertinent 
information and offered to be of assistance if I wanted to take it for a test 
drive.  As it turns out, the colour wasn't to my liking so I didn't proceed.  CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized GMC Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300420663,21323A,"59,818 kilometres","$22,998 ",Taylor Automall,"2018 GMC Terrain SLE - $22,998",null,3GKALMEV2JL339231,Taylor Automall
1623652851-532,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=61,"Save this listing2017 BMW X1 xDrive28i AWDDescription: Used 2017 BMW X1 xDrive28i AWD for sale - $28,495 - 79,777 km with Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: Grey$28,495$550/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $28,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.79,777 kmHIGH PRICE$2,163 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueRead 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302650454,B7479,"79,777 kilometres","$28,495 ",Carloft Kingston,"2017 BMW X1 xDrive28i AWD - $28,495",null,WBXHT3C39H5F79351,Carloft Kingston
1623649724-393,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=70,"Save this listing2020 Chevrolet Equinox 1.5T Premier AWDDescription: Used 2020 Chevrolet Equinox 1.5T Premier AWD for sale - $33,998 - 37,071 km with Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Midnight Blue Metallic$33,998$656/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $33,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,071 kmOVERPRICED$3,204 ABOVEDealer4.8(8)CarGurus UserMar. 15, 2021ExcellentCarGurus UserJan. 23, 2020Sale lady replied back quickly and was a great help 
Thanks  CarGurus UserAug. 13, 2019Very courteous and followed up on all my inquiries.Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=298250400,P01213,"37,071 kilometres","$33,998 ",Taylor Automall,"2020 Chevrolet Equinox 1.5T Premier AWD - $33,998",null,2GNAXXEV0L6203387,Taylor Automall
1623643347-109,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=89,"Save this listing2020 RAM 1500 Sport Crew Cab 4WDDescription: Used 2020 RAM 1500 Sport Crew Cab 4WD for sale - $66,995 - 28,318 km with Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Diamond Black Crystal Pearl$66,995$1,293/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $66,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.28,318 kmFAIR DEAL$772 ABOVEDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302274929,B7446,"28,318 kilometres","$66,995 ",Carloft Kingston,"2020 RAM 1500 Sport Crew Cab 4WD - $66,995",null,1C6SRFLT9LN275811,Carloft Kingston
1623659650-824,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=42,"Save this listing2017 Jeep Cherokee Sport Altitude 4WDDescription: Used 2017 Jeep Cherokee Sport Altitude 4WD for sale - $21,994 - 22,342 km with Alloy Wheels, BluetoothCertified Pre-Owned: NoTransmission: 9-Speed AutomaticColour: White$21,994$425/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $21,994 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.22,342 kmGOOD DEAL$2,112 BELOWDealer3.9(18)Guru9VK2CLMay 10, 2021Fair and open very responsive CarGurus UserApr. 20, 2021Great to work with!CarGurus UserMar. 15, 2021ExcellentRead 15 more dealer reviews...Kingston, ON (4 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304075270,21Q405,"22,342 kilometres","$21,994 ",null,"2017 Jeep Cherokee Sport Altitude 4WD - $21,994",James Braden Ford,1C4PJMAB0HW664312,James Braden Ford
1623644501-156,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=86,"Save this listing2020 RAM 1500 Classic Warlock Quad Cab 4WDDescription: Used 2020 RAM 1500 Classic Warlock Quad Cab 4WD for sale - $53,995 - 9,040 km with Alloy Wheels, Bluetooth, Backup Camera, Parking SensorsCertified Pre-Owned: NoTransmission: AutomaticColour: Bright White$53,995$1,042/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $53,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.9,040 kmOVERPRICED$4,614 ABOVEDealer4.8(5)CarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302274927,B7452,"9,040 kilometres","$53,995 ",Carloft Kingston,"2020 RAM 1500 Classic Warlock Quad Cab 4WD - $53,995",null,1C6RR7GTXLS114397,Carloft Kingston
1623642650-65,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=92,"Save this listing2019 RAM 3500 Laramie Crew Cab LB DRW 4WDDescription: Used 2019 RAM 3500 Laramie Crew Cab LB DRW 4WD for sale - $99,995 - 25,736 km with Leather Seats, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Diamond Black Crystal Pearl$99,995$1,929/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $99,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.25,736 kmHIGH PRICE$9,404 ABOVEDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=297514911,B7463,"25,736 kilometres","$99,995 ",Carloft Kingston,"2019 RAM 3500 Laramie Crew Cab LB DRW 4WD - $99,995",null,3C63RRJL7KG651258,Carloft Kingston
1623659857-831,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=41,"Save this listing2019 Hyundai Tucson SE AWDDescription: Used 2019 Hyundai Tucson SE AWD for sale - $21,900 - 40,600 km with Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: White$21,900$423/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $21,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.40,600 kmGOOD DEAL$1,491 BELOWDealer5(6)Guru9XKQ3CMay 30, 2021They were very friendly and helpful.Guru9WM93FMar. 31, 2021Excellent experience with sales and management.   I didn't buy the car but they were very helpful.  I would definitely go there when I'm car shopping again.
BillwagarJan. 13, 2021Responded quicklyRead 3 more dealer reviews...Gananoque, ON (31 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301785251,210491B,"40,600 kilometres","$21,900 ",null,"2019 Hyundai Tucson SE AWD - $21,900",Gananoque Chevrolet,KM8J2CA48KU869440,Gananoque Chevrolet
1623659060-798,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=43,"Save this listingNEW: Just added2013 RAM 1500 SXT Quad Cab 4WDDescription: Used 2013 RAM 1500 SXT Quad Cab 4WD for sale - $21,998 - 143,124 km with Alloy WheelsCertified Pre-Owned: NoColour: Deep Cherry Red Crystal Pearl$21,998$425/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $21,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.143,124 kmFAIR DEAL$1,864 ABOVEDealer4.8(8)CarGurus UserMay 15, 2021good 1st impressionCarGurus UserApr. 5, 2021Ended up purchasing a used 2015 Toyota Tacoma from Taylor Automall. Highly recommend Donna and Jenn. They are awesome women who treat you with respect and walk you through the whole process with confidence, ensuring that you understand what is happening at every step of the way. CarGurus UserMar. 15, 2021ExcellentRead 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304708737,21494AA,"143,124 kilometres","$21,998 ",Taylor Automall,"2013 RAM 1500 SXT Quad Cab 4WD - $21,998",null,1C6RR7FG5DS536132,Taylor Automall
1623642930-86,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=91,"Save this listing2019 Chevrolet Corvette Stingray 2LT Coupe RWDDescription: Used 2019 Chevrolet Corvette Stingray 2LT Coupe RWD for sale - $79,995 - 23,427 km with Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: ManualColour: White$79,995$1,543/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $79,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.23,427 kmFAIR DEAL$1,108 ABOVEDealer4.8(5)CarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300357540,B7438,"23,427 kilometres","$79,995 ",Carloft Kingston,"2019 Chevrolet Corvette Stingray 2LT Coupe RWD - $79,995",null,1G1YC2D74K5111260,Carloft Kingston
1623646087-228,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=81,"Save this listing2021 Jeep Cherokee Limited 4WDDescription: Used 2021 Jeep Cherokee Limited 4WD for sale - $44,998 - 7,667 km with Alloy Wheels, Heated SeatsCertified Pre-Owned: NoTransmission: 9-Speed Automatic$44,998$868/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $44,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.7,667 kmFAIR DEAL$578 ABOVEDealer4.4(5)GuruY9J3LOct. 14, 2019yes they replied me and Shaynna contacted me and was very nice to me and then I was to slow and 
the truck was sold .We will stay in contact if they receive another truck , thanksCarGurus UserAug. 26, 2019Reply to ? FastRead 3 more dealer reviews...Kingston, ON (0 km)(343) 429-8156Request InformationAuthorized Jeep Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=295194212,21J030,"7,667 kilometres","$44,998 ",Kingston Dodge Chrysler Ltd,"2021 Jeep Cherokee Limited 4WD - $44,998",null,1C4PJMDX4MD109389,Kingston Dodge Chrysler Ltd
1623663087-961,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=33,"Save this listing2016 Mazda CX-5 GS AWDDescription: Used 2016 Mazda CX-5 GS AWD for sale - $18,999 - 59,699 km with Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: BROWN$18,999$367/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $18,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,699 kmGOOD DEAL$1,155 BELOWDealer4.7(3)CarGurus UserJan. 11, 2021Great group to deal withGuru9DNRZXNov. 29, 2020They were actually really great best ones I’ve dealt with in a long time we’ll go back to themCarGurus UserSep. 6, 2019The woman I spoke with was great and I would definitely deal with them in the future!Read all dealer reviews...Kingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=294494456,J9132A,"59,699 kilometres","$18,999 ",null,"2016 Mazda CX-5 GS AWD - $18,999",James Braden Nissan,JM3KE4CY3G0860320,James Braden Nissan
