web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623034118-207,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=83,"Save this listing2019 GMC Sierra 1500 Limited SLE Double Cab 4WDsee listing detailsDescription: Used 2019 GMC Sierra 1500 Limited SLE Double Cab 4WD for sale - $44,998 - 15,553 km with Alloy Wheels, Bluetooth, Backup CameraCertified Pre-Owned: NoTransmission: 6-Speed Automatic OverdriveColour: Red quartz$44,998$868/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $44,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.15,553 kmHIGH PRICE$2,582 ABOVEDealer4.8  (8)CarGurus UserFeb. 22, 2021Taylor Auto Mall were very helpful and with the present restrictions on travel went out of their 
way to make sure I was satisfied.  I give Mike Haslam  5 stars.CarGurus UserFeb. 29, 2020I inquired about the car.  A sales agent replied promptly with the pertinent 
information and offered to be of assistance if I wanted to take it for a test 
drive.  As it turns out, the colour wasn't to my liking so I didn't proceed.  CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized GMC Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301021967,21335AA,"15,553 kilometres","$44,998 ",Taylor Automall,"2019 GMC Sierra 1500 Limited SLE Double Cab 4WD - $44,998",null,2GTV2MEC9K1131400,Taylor Automall
1623050371-1130,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=21,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDsee listing detailsDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 34,158 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.34,158 kmGOOD DEAL$1,479 BELOWDealer4.8  (5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=294303216,B6949,"34,158 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LF8LU028607,Carloft Kingston
1623042511-715,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=49,"Save this listing2020 Mitsubishi RVR ES AWC 4WDsee listing detailsDescription: Used 2020 Mitsubishi RVR ES AWC 4WD for sale - $23,995 - 43,505 km with Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$23,995$463/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $23,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.43,505 kmFAIR DEAL$2 BELOWDealer4.8  (5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302650446,B7472,"43,505 kilometres","$23,995 ",Carloft Kingston,"2020 Mitsubishi RVR ES AWC 4WD - $23,995",null,JA4AJ3AU0LU601386,Carloft Kingston
1623048198-1022,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=28,"Save this listing2017 Toyota Corolla SEsee listing detailsDescription: Used 2017 Toyota Corolla SE for sale - $17,900 - 71,619 km with Adaptive Cruise Control, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: White$17,900$346/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $17,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.71,619 kmOVERPRICED$2,061 ABOVEKingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302828569,null,"71,619 kilometres","$17,900 ",null,"2017 Toyota Corolla SE - $17,900",Hallam Auto Sales,2T1BURHE3HC959198,Hallam Auto Sales
1623053658-1284,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=11,"Save this listing2013 Nissan Altima 2.5 SLsee listing detailsDescription: Used 2013 Nissan Altima 2.5 SL for sale - $12,998 - 79,034 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Blue$12,998$251/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $12,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.79,034 kmFAIR DEAL$1,102 ABOVEDealer4.8  (8)CarGurus UserMay 15, 2021good 1st impressionCarGurus UserApr. 5, 2021Ended up purchasing a used 2015 Toyota Tacoma from Taylor Automall. Highly recommend Donna and Jenn. They are awesome women who treat you with respect and walk you through the whole process with confidence, ensuring that you understand what is happening at every step of the way. CarGurus UserMar. 15, 2021ExcellentRead 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=298254162,21334AA,"79,034 kilometres","$12,998 ",Taylor Automall,"2013 Nissan Altima 2.5 SL - $12,998",null,1N4AL3AP6DN453305,Taylor Automall
1623036490-354,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=73,"Save this listing2020 Ford Edge SEL AWDsee listing detailsDescription: Used 2020 Ford Edge SEL AWD for sale - $35,495 - 17,475 km with Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Android Auto, CarPlay, Multi Zone Climate ControlCertified Pre-Owned: NoColour: Grey$35,495$685/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $35,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.17,475 kmFAIR DEAL$689 BELOWDealer4.4  (7)Guru9Z8RBSMar. 15, 2021Very helpful and knowledgeable. Thank for 
your help in guiding me to my next  vehicle. kyle198109Mar. 3, 2021A lot of miscommunication. Truck was available then it wasn’t then it was then it wasn’t Quico1989Jan. 21, 2021They got back to me right away, very helpful and kind , answer all my questions Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request InformationAuthorized Ford Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300591941,21Y224,"17,475 kilometres","$35,495 ",Petrie Ford,"2020 Ford Edge SEL AWD - $35,495",null,2FMPK4J98LBA79915,Petrie Ford
1623044899-848,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=40,"Save this listingNEW: Just added2017 Jeep Compass Limited 4WDsee listing detailsDescription: Used 2017 Jeep Compass Limited 4WD for sale - $20,995 - 96,972 kmCertified Pre-Owned: NoTransmission: Automatic$20,995$405/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $20,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.96,972 kmFAIR DEAL$397 BELOWDealer4.4  (7)GuruLY4P7Jan. 19, 2021GreatCarGurus UserJan. 17, 2020Quick response. Vehicle sold. CarGurus UserDec. 18, 2019Quick and prompt. Gave me all the info I needed Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303614646,21P32B,"96,972 kilometres","$20,995 ",Petrie Ford,"2017 Jeep Compass Limited 4WD - $20,995",null,3C4NJDCB1HT674387,Petrie Ford
1623041731-670,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=52,"Save this listing2018 Subaru Outback 2.5i Limited AWDsee listing detailsDescription: Used 2018 Subaru Outback 2.5i Limited AWD for sale - $24,980 - 96,485 km with Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Dark Grey$24,980$482/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,980 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.96,485 kmFAIR DEAL$312 BELOWDealer4.4  (5)CarGurus UserJul. 14, 2020Dealer was great, found what we wanted elsewhereCarGurus UserJan. 8, 2020Good contact and information requested.GuruY9J3LOct. 14, 2019yes they replied me and Shaynna contacted me and was very nice to me and then I was to slow and 
the truck was sold .We will stay in contact if they receive another truck , thanksRead 2 more dealer reviews...Kingston, ON (0 km)(343) 429-8156Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300360093,21T025A,"96,485 kilometres","$24,980 ",Kingston Dodge Chrysler Ltd,"2018 Subaru Outback 2.5i Limited AWD - $24,980",null,4S4BSDLC8J3321750,Kingston Dodge Chrysler Ltd
1623032428-108,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=89,"Save this listingNEW: Just added2018 Ford Expedition MAX Limited 4WDsee listing detailsDescription: Used 2018 Ford Expedition MAX Limited 4WD for sale - $62,998 - 26,651 km with Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Red$62,998$1,216/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $62,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.26,651 kmGOOD DEAL$3,037 BELOWDealer4.7  (62)CarGurus UserMay 19, 2021Very helpful Guru9V9715May 12, 2021Sarah was very bubbly, positive & helpful. Good experienceCarGurus UserApr. 2, 2021Great shopping experience!  Ben Kennedy is 
terrific.Read 59 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304258936,CT21-496,"26,651 kilometres","$62,998 ",Car One,"2018 Ford Expedition MAX Limited 4WD - $62,998",null,1FMJK2AT1JEA50991,Car One
1623043696-781,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=44,"Save this listing2019 Ford EcoSport SE AWDsee listing detailsDescription: Used 2019 Ford EcoSport SE AWD for sale - $22,495 - 13,065 km with Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Convenience PackageCertified Pre-Owned: NoTransmission: AutomaticColour: Moondust Silver Metallic$22,495$434/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $22,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.13,065 kmFAIR DEAL$676 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueRead 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=287070323,USL2249,"13,065 kilometres","$22,495 ",Carloft Kingston,"2019 Ford EcoSport SE AWD - $22,495",null,MAJ6S3GL1KC300515,Carloft Kingston
1623036533-357,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=73,"Save this listing2019 Nissan Murano SL AWDsee listing detailsDescription: Used 2019 Nissan Murano SL AWD for sale - $34,999 - 16,429 km with Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: WHITE$34,999$676/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $34,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.16,429 kmFAIR DEAL$672 BELOWDealer4.7  (3)CarGurus UserJan. 11, 2021Great group to deal withGuru9DNRZXNov. 29, 2020They were actually really great best ones I’ve dealt with in a long time we’ll go back to themCarGurus UserSep. 6, 2019The woman I spoke with was great and I would definitely deal with them in the future!Read all dealer reviews...Kingston, ON (3 km)Request InformationAuthorized Nissan Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301712585,N3139A,"16,429 kilometres","$34,999 ",null,"2019 Nissan Murano SL AWD - $34,999",James Braden Nissan,5N1AZ2MS5KN124218,James Braden Nissan
1623047473-986,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=31,"Save this listing2019 Toyota Corolla LEsee listing detailsDescription: Used 2019 Toyota Corolla LE for sale - $18,687 - 44,416 km with Adaptive Cruise Control, Steel Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Classic Silver Metallic$18,687$361/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $18,687 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.44,416 kmFAIR DEAL$27 ABOVEDealer4.8  (8)CarGurus UserMar. 17, 2021Great experience.  I bought the car.Guru9Z8RBSMar. 15, 2021Very professional great response. CarGurus UserMar. 6, 2021Très bien serviRead 5 more dealer reviews...Kingston, ON (4 km)Request InformationAuthorized Toyota Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=297866004,P19366,"44,416 kilometres","$18,687 ",null,"2019 Toyota Corolla LE - $18,687",Kingston Toyota,2T1BURHE3KC204334,Kingston Toyota
1623038634-483,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=64,"Save this listing2019 Jeep Cherokeesee listing detailsDescription: Used 2019 Jeep Cherokee for sale - $29,980 - 39,050 km with Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: 9-Speed AutomaticColour: White$29,980$579/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $29,980 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.39,050 kmGOOD DEAL$2,559 BELOWDealer4.4  (5)CarGurus UserJul. 14, 2020Dealer was great, found what we wanted elsewhereCarGurus UserJan. 8, 2020Good contact and information requested.GuruY9J3LOct. 14, 2019yes they replied me and Shaynna contacted me and was very nice to me and then I was to slow and 
the truck was sold .We will stay in contact if they receive another truck , thanksRead 2 more dealer reviews...Kingston, ON (0 km)(343) 429-8156Request InformationAuthorized Jeep Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302116832,21J042A,"39,050 kilometres","$29,980 ",Kingston Dodge Chrysler Ltd,"2019 Jeep Cherokee - $29,980",null,1C4PJMCXXKD467224,Kingston Dodge Chrysler Ltd
1623050353-1129,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=21,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDsee listing detailsDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 34,595 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Silver$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.34,595 kmGOOD DEAL$1,463 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301689979,UCP2491,"34,595 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LF1LU018288,Carloft Kingston
1623034310-218,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=82,"Save this listing2018 GMC Sierra 1500 SLT Crew Cab 4WDsee listing detailsDescription: Used 2018 GMC Sierra 1500 SLT Crew Cab 4WD for sale - $44,900 - 90,212 km with Leather Seats, Bluetooth, Backup Camera, Remote Start, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: Onyx Black$44,900$866/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $44,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.90,212 kmFAIR DEAL$169 BELOWDealer5  (6)Guru9XKQ3CMay 30, 2021They were very friendly and helpful.Guru9WM93FMar. 31, 2021Excellent experience with sales and management.   I didn't buy the car but they were very helpful.  I would definitely go there when I'm car shopping again.
BillwagarJan. 13, 2021Responded quicklyRead 3 more dealer reviews...Gananoque, ON (31 km)Request InformationAuthorized GMC Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304711806,210619A,"90,212 kilometres","$44,900 ",null,"2018 GMC Sierra 1500 SLT Crew Cab 4WD - $44,900",Gananoque Chevrolet,3GTU2NEC8JG304072,Gananoque Chevrolet
